id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,off_camera,under_pressure,counterpress,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
21723aa2-e249-418a-a6d8-b4c430d70c84,40,1,1,,7,Regular Play,Denmark,Simon Thorup Kjær,Center Back,4.245706,3788769,5534,,True,,Complete,3815,Kasper Schmeichel,Ground Pass,Left Foot,31.40704,74.01042,6.3,42.1
9539da9b-1962-4715-8a65-7bc9b55c9ca8,43,1,1,,7,Regular Play,Denmark,Kasper Schmeichel,Goalkeeper,2.211705,3788769,3815,,,,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,5.95836,37.055527,16.6,16.2
d0bdc294-f586-44a5-94da-94e708de35ea,47,1,1,,7,Regular Play,Denmark,Jannik Vestergaard,Left Center Back,0.211873,3788769,8815,,,,Incomplete,,,Ground Pass,Left Foot,5.6,10.0,9.3,9.6
eb2402b3-e315-4610-9e40-1100fbfb047d,49,1,1,Throw-in,8,From Throw In,Denmark,Joakim Mæhle,Left Wing Back,0.841415,3788769,16554,,,,Complete,3570,Pierre-Emile Højbjerg,Low Pass,,14.6,0.1,18.2,12.1
a9d7efa2-def3-4c6b-99b2-2eb07aa1b6dc,52,1,1,,8,From Throw In,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,0.789035,3788769,3570,,,,Complete,16554,Joakim Mæhle,Ground Pass,Right Foot,18.2,11.2,19.2,4.3
b8e6bd53-6cc1-4e7a-9d23-5fbab5bb81e3,55,1,1,,8,From Throw In,Denmark,Joakim Mæhle,Left Wing Back,2.530035,3788769,16554,,,,Complete,5536,Yussuf Yurary Poulsen,High Pass,Right Foot,19.2,4.3,48.5,22.2
6eb4fc2a-7327-42d7-a6d8-b38fb90ebd76,59,1,1,,8,From Throw In,Denmark,Yussuf Yurary Poulsen,Center Forward,1.397234,3788769,5536,,,,Complete,24443,Mikkel Damsgaard,Ground Pass,Left Foot,50.53387,20.502407,47.3,29.0
fba25062-f750-46fb-b33f-cad4843ee900,65,1,1,,9,Regular Play,Russia,Magomed Ozdoev,Right Defensive Midfield,0.891181,3788769,20845,,,,Complete,5171,Roman Zobnin,Ground Pass,Right Foot,68.20337,44.565723,62.7,41.2
73fec572-7504-4f69-af27-531797e2027a,68,1,1,,9,Regular Play,Russia,Roman Zobnin,Left Defensive Midfield,1.290563,3788769,5171,,,,Complete,5179,Daler Kuzyaev,Ground Pass,Right Foot,62.72652,33.68106,49.2,25.9
fe3f8f11-a7ce-40a1-bdc5-b950eed1ce6c,71,1,1,,9,Regular Play,Russia,Daler Kuzyaev,Left Wing Back,1.491005,3788769,5179,,,,Complete,31917,Igor Diveev,Ground Pass,Right Foot,51.051888,28.836937,40.0,49.2
549bf9d5-0f8b-4332-ab8b-e795de046822,74,1,1,,9,Regular Play,Russia,Igor Diveev,Center Back,1.501114,3788769,31917,,,,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,38.44667,48.851196,48.7,74.0
c87c8761-c54d-406b-99c3-9c69d00f683b,78,1,2,,9,Regular Play,Russia,Georgiy Dzhikiya,Right Center Back,0.783835,3788769,16583,,True,,Complete,5170,Mário Figueira Fernandes,Ground Pass,Right Foot,48.7,74.0,63.8,76.0
e1b30706-37e1-4624-956e-3e39086bd203,82,1,2,Throw-in,10,From Throw In,Denmark,Joakim Mæhle,Left Wing Back,1.502321,3788769,16554,,,,Complete,8815,Jannik Vestergaard,Low Pass,,56.9,0.1,44.6,9.8
3928e3b9-96b7-4de9-b919-dff5e69a248e,85,1,2,,10,From Throw In,Denmark,Jannik Vestergaard,Left Center Back,1.915373,3788769,8815,,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,46.32744,13.4087,45.0,36.6
810d3c77-3b88-40ee-b791-e880a70085c3,88,1,2,,10,From Throw In,Denmark,Simon Thorup Kjær,Center Back,2.979323,3788769,5534,,,,Incomplete,6797,Daniel Wass,High Pass,Right Foot,52.22702,43.207993,92.7,74.8
47dd1dcc-400d-4c27-8f13-74c510e38b46,91,1,2,Interception,11,From Counter,Russia,Daler Kuzyaev,Left Wing Back,2.388713,3788769,5179,,True,,Complete,5177,Aleksandr Golovin,Low Pass,,26.373774,10.017257,43.9,3.7
aeaae360-5afc-4dd9-810c-38fd14280448,94,1,2,,11,From Counter,Russia,Aleksandr Golovin,Left Wing,1.437583,3788769,5177,,,,Complete,5195,Artem Dzyuba,Ground Pass,Right Foot,48.467415,3.4819403,65.9,8.7
582117ae-c224-4d6b-9726-7cf0ed5d57c8,102,1,2,Recovery,12,Regular Play,Denmark,Thomas Delaney,Left Defensive Midfield,0.7,3788769,5527,,,,Complete,3959,Andreas Christensen,Ground Pass,Right Foot,53.01586,66.67091,43.4,70.5
4d7049c7-f857-4f87-8f59-c410e52a5245,105,1,2,,12,Regular Play,Denmark,Andreas Christensen,Right Center Back,1.16343,3788769,3959,,,,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,43.05355,67.01494,35.6,54.7
5bf9e83e-b2d3-4569-ba2a-4172c7d27a49,111,1,3,,15,Other,Denmark,Andreas Christensen,Right Center Back,1.221707,3788769,3959,True,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,47.1,72.3,40.9,59.7
d69bb58a-2835-4949-aa09-f2efa896980d,113,1,3,,15,Other,Denmark,Simon Thorup Kjær,Center Back,0.920483,3788769,5534,,,,Complete,5527,Thomas Delaney,Ground Pass,Left Foot,38.1827,49.930626,50.3,49.9
e68cbe7d-671b-4216-a732-ee5700448b50,116,1,3,,15,Other,Denmark,Thomas Delaney,Left Defensive Midfield,1.520889,3788769,5527,,,,Complete,3959,Andreas Christensen,Ground Pass,Left Foot,47.81403,48.17358,47.8,75.1
409cdf97-ec4e-4b9f-b06c-249442de12b5,119,1,3,,15,Other,Denmark,Andreas Christensen,Right Center Back,2.059643,3788769,3959,,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,47.504395,67.658676,35.6,55.1
edbc7008-bded-435b-a0d2-0e27a68e58b7,122,1,3,,15,Other,Denmark,Simon Thorup Kjær,Center Back,2.841786,3788769,5534,,,,Complete,3815,Kasper Schmeichel,Ground Pass,Left Foot,47.38643,40.22067,19.4,43.0
9d210833-778c-44de-9aa2-65dc32bae7e6,125,1,3,,15,Other,Denmark,Kasper Schmeichel,Goalkeeper,3.666016,3788769,3815,,,,Incomplete,5536,Yussuf Yurary Poulsen,High Pass,Right Foot,24.88572,44.36902,93.4,59.5
482c1503-cd68-4603-9eae-7026058b5596,128,1,3,Recovery,15,Other,Russia,Fedor Kudryashov,Left Center Back,1.494676,3788769,5677,,True,,Complete,16583,Georgiy Dzhikiya,High Pass,,27.108824,20.260275,25.1,37.6
c186f725-c86c-4d05-aa3a-743eef6b3fe0,131,1,3,,15,Other,Russia,Georgiy Dzhikiya,Right Center Back,2.571411,3788769,16583,,,,Incomplete,5195,Artem Dzyuba,High Pass,Left Foot,24.018137,38.083202,63.4,39.6
c6f9534d-4570-4645-8d9c-85ce3ebca033,140,1,3,,15,Other,Russia,Daler Kuzyaev,Left Wing Back,2.555718,3788769,5179,,,,Incomplete,5177,Aleksandr Golovin,High Pass,Right Foot,54.25634,9.527479,84.2,12.1
da08b882-281d-4c5b-9f6c-0e181aae3dac,143,1,4,Throw-in,16,From Throw In,Russia,Fedor Kudryashov,Left Center Back,1.729449,3788769,5677,,,,Incomplete,5195,Artem Dzyuba,High Pass,,81.36785,3.0552812,100.5,10.5
5aed765c-95d9-4ddb-9543-85961f3f4b95,146,1,4,Recovery,16,From Throw In,Russia,Magomed Ozdoev,Right Defensive Midfield,1.490339,3788769,20845,,,,Complete,5677,Fedor Kudryashov,High Pass,Head,85.16096,19.48276,78.7,3.2
7bdff7e1-88af-444d-ac0b-cc8837d91139,149,1,4,,16,From Throw In,Russia,Fedor Kudryashov,Left Center Back,0.97958,3788769,5677,,,,Complete,5179,Daler Kuzyaev,High Pass,Left Foot,79.12845,3.8424113,100.3,6.2
0b0f2fe5-4931-47f2-8b82-80cd842db01e,153,1,4,Goal Kick,17,From Goal Kick,Denmark,Kasper Schmeichel,Goalkeeper,3.029075,3788769,3815,,,,Incomplete,5536,Yussuf Yurary Poulsen,High Pass,Right Foot,7.0,44.1,64.5,48.7
5b2d032c-5861-4cf9-a89e-0f38b2623a8e,156,1,4,Recovery,17,From Goal Kick,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,0.869774,3788769,3570,,,,Complete,6797,Daniel Wass,Low Pass,Head,50.75376,56.46116,51.9,74.8
91334816-7b6a-4692-9009-08bc1daf1623,159,1,4,,17,From Goal Kick,Denmark,Daniel Wass,Right Wing Back,0.955126,3788769,6797,,,,Complete,3570,Pierre-Emile Højbjerg,Ground Pass,Right Foot,49.61484,67.95289,49.2,66.4
4a96a187-77c2-4556-acad-3a3f35723223,162,1,4,,17,From Goal Kick,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.836707,3788769,3570,,,,Complete,8815,Jannik Vestergaard,Low Pass,Right Foot,46.8105,59.0036,36.3,29.0
019d492b-a901-42f3-8934-13d9184f97d8,165,1,4,,17,From Goal Kick,Denmark,Jannik Vestergaard,Left Center Back,0.728449,3788769,8815,,,,Complete,4447,Martin Braithwaite Christensen,Ground Pass,Right Foot,67.0,39.3,84.4,37.3
756e545f-db92-4e4c-aa56-ee66be2ab9c8,169,1,4,,17,From Goal Kick,Denmark,Martin Braithwaite Christensen,Right Attacking Midfield,1.40563,3788769,4447,,True,,Complete,16554,Joakim Mæhle,Ground Pass,Right Foot,84.97733,33.591923,99.1,10.7
f8161d5d-a429-4587-82c3-78ff33e29903,172,1,5,,17,From Goal Kick,Denmark,Joakim Mæhle,Left Wing Back,1.512946,3788769,16554,,,,Incomplete,5536,Yussuf Yurary Poulsen,High Pass,Right Foot,111.04233,21.805717,113.0,45.1
3a70c8af-fcc4-42cc-a6a8-693e1e590bd4,178,1,5,,17,From Goal Kick,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.170814,3788769,3570,,,,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,87.57194,31.559425,80.5,31.3
109960b1-c39b-4f19-b825-efa9707c31ff,182,1,5,,17,From Goal Kick,Denmark,Jannik Vestergaard,Left Center Back,1.491167,3788769,8815,,True,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,77.406425,29.645855,63.8,43.7
8ea666f9-d151-401f-b64e-1e3201f99aa4,185,1,5,,17,From Goal Kick,Denmark,Simon Thorup Kjær,Center Back,1.181073,3788769,5534,,,,Complete,5527,Thomas Delaney,Ground Pass,Right Foot,62.21225,41.912014,78.0,49.9
a8b04b75-f408-4d3d-aa32-99cd4e5b5cf8,188,1,5,,17,From Goal Kick,Denmark,Thomas Delaney,Left Defensive Midfield,1.412341,3788769,5527,,,,Complete,8815,Jannik Vestergaard,Ground Pass,Left Foot,73.76906,38.5072,68.6,30.9
3634c24e-dabf-40f4-8cfe-e28e539ad111,191,1,5,,17,From Goal Kick,Denmark,Jannik Vestergaard,Left Center Back,0.819317,3788769,8815,,,,Complete,5527,Thomas Delaney,Ground Pass,Right Foot,67.42819,29.91794,77.8,36.8
ba81e090-e3a0-4367-94bc-86ec9adb6cce,194,1,5,,17,From Goal Kick,Denmark,Thomas Delaney,Left Defensive Midfield,1.910705,3788769,5527,,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Left Foot,75.31963,33.036285,64.7,45.7
27d2a16d-e0f1-45f0-bb0a-9e836e6e5fbf,197,1,5,,17,From Goal Kick,Denmark,Simon Thorup Kjær,Center Back,1.427288,3788769,5534,,,,Complete,3959,Andreas Christensen,Ground Pass,Right Foot,65.75402,46.120373,78.0,70.9
7ec45114-ffe8-4b79-bf59-75de9d0556b2,201,1,5,,17,From Goal Kick,Denmark,Andreas Christensen,Right Center Back,0.625074,3788769,3959,,True,,Complete,6797,Daniel Wass,Ground Pass,Right Foot,77.39936,68.04584,84.6,77.3
96fa4470-8317-439b-a228-319e6a3b37bc,204,1,5,,17,From Goal Kick,Denmark,Daniel Wass,Right Wing Back,1.510488,3788769,6797,,,,Complete,5527,Thomas Delaney,Ground Pass,Right Foot,83.99603,72.60819,77.3,62.5
321f3a51-3e62-49af-9e09-0b8d718bd8d4,207,1,5,,17,From Goal Kick,Denmark,Thomas Delaney,Left Defensive Midfield,2.926968,3788769,5527,,,,Complete,16554,Joakim Mæhle,High Pass,Left Foot,76.78979,58.1353,112.6,10.0
91b6dbd0-c1a9-43e2-9e67-eb0539c13751,211,1,6,Goal Kick,18,From Goal Kick,Russia,Matvey Safonov,Goalkeeper,3.414209,3788769,21298,,,,Complete,5179,Daler Kuzyaev,High Pass,Right Foot,6.0,36.0,62.9,1.8
61c40560-0af6-44db-bf82-05b27f905dfc,213,1,6,,18,From Goal Kick,Russia,Daler Kuzyaev,Left Wing Back,0.854571,3788769,5179,,,,Incomplete,5195,Artem Dzyuba,Low Pass,Head,62.97253,1.3200653,70.7,6.7
6e939588-99f4-4d7d-8e2b-b3705295ecfc,217,1,6,,19,Regular Play,Denmark,Thomas Delaney,Left Defensive Midfield,4.834514,3788769,5527,,,,Incomplete,5536,Yussuf Yurary Poulsen,High Pass,Left Foot,49.15897,68.97871,103.0,70.0
b356a0df-708e-45e0-811e-5719502222ec,220,1,6,Throw-in,20,From Throw In,Denmark,Daniel Wass,Right Wing Back,0.903702,3788769,6797,,,,Complete,4447,Martin Braithwaite Christensen,Low Pass,,104.1,80.0,103.2,69.8
607756d1-d5e0-4698-aa3b-152501c7e165,224,1,6,,20,From Throw In,Denmark,Martin Braithwaite Christensen,Right Attacking Midfield,0.765305,3788769,4447,,,,Complete,6797,Daniel Wass,Low Pass,Right Foot,103.43034,67.5329,103.4,78.0
c49b7129-f21f-4b85-94a2-eed395253c4b,227,1,6,,20,From Throw In,Denmark,Daniel Wass,Right Wing Back,0.590268,3788769,6797,,,,Complete,4447,Martin Braithwaite Christensen,Low Pass,Right Foot,102.05834,74.85852,112.8,75.5
fe517a71-4d36-465d-a034-be6fff1eadd2,233,1,6,Throw-in,21,From Throw In,Denmark,Daniel Wass,Right Wing Back,2.676832,3788769,6797,,,,Complete,5527,Thomas Delaney,High Pass,,110.5,80.0,114.0,65.2
6b98b836-6d5a-4921-8e13-fc6195243027,238,1,6,,21,From Throw In,Denmark,Thomas Delaney,Left Defensive Midfield,1.343356,3788769,5527,,True,,Complete,6797,Daniel Wass,Ground Pass,Left Foot,115.4445,65.1693,111.7,77.3
be897133-d579-42f9-a9e6-2fe86193d7eb,241,1,6,,21,From Throw In,Denmark,Daniel Wass,Right Wing Back,1.847399,3788769,6797,,,,Incomplete,24443,Mikkel Damsgaard,High Pass,Right Foot,110.98362,76.065186,111.9,38.6
1bfb5b7f-09a6-435d-99e1-897b14348a25,245,1,6,Recovery,21,From Throw In,Denmark,Simon Thorup Kjær,Center Back,3.162046,3788769,5534,,,,Complete,3570,Pierre-Emile Højbjerg,Ground Pass,Right Foot,90.5507,52.405563,78.7,18.5
368b1448-c26b-4902-9eef-8a8ce159a080,249,1,6,,21,From Throw In,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.37973,3788769,3570,,True,,Complete,24443,Mikkel Damsgaard,Ground Pass,Right Foot,76.91218,11.686165,89.9,12.8
d18df0c0-f344-4c15-86c9-21415c3fa2ab,253,1,6,,21,From Throw In,Denmark,Mikkel Damsgaard,Left Attacking Midfield,1.831211,3788769,24443,,True,,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,89.28298,14.10994,64.7,26.7
f538d480-ffe4-43bf-add2-304243505428,256,1,7,,21,From Throw In,Denmark,Jannik Vestergaard,Left Center Back,1.155771,3788769,8815,,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,61.101273,29.18312,62.2,46.4
822bfeab-ef1c-40c5-99e7-1d8180ee881a,259,1,7,,21,From Throw In,Denmark,Simon Thorup Kjær,Center Back,1.1483,3788769,5534,,,,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,64.61413,42.57523,66.8,34.7
3b8e9f82-a212-4a59-916a-c1f9dbb771d7,262,1,7,,21,From Throw In,Denmark,Jannik Vestergaard,Left Center Back,1.550857,3788769,8815,,,,Complete,3570,Pierre-Emile Højbjerg,Ground Pass,Right Foot,68.74288,27.306374,65.0,8.2
4fba4b34-1160-4646-bf2f-c668965a2d8f,265,1,7,,21,From Throw In,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.112915,3788769,3570,,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,60.782158,22.777534,53.5,42.5
111f11bd-7fa3-4235-8bff-30e93f956ba5,269,1,7,,21,From Throw In,Denmark,Simon Thorup Kjær,Center Back,1.422717,3788769,5534,,True,,Complete,8815,Jannik Vestergaard,Ground Pass,Right Foot,48.555374,33.06051,53.7,25.6
a6c0a62f-db67-4c6d-9e10-df305d7b8297,272,1,7,,21,From Throw In,Denmark,Jannik Vestergaard,Left Center Back,2.059846,3788769,8815,,,,Incomplete,4447,Martin Braithwaite Christensen,High Pass,Right Foot,53.73195,21.006268,82.6,55.6
c50e7e91-0882-42ba-9c45-408326484b68,274,1,7,Recovery,21,From Throw In,Russia,Fedor Kudryashov,Left Center Back,1.642481,3788769,5677,,,,Complete,20845,Magomed Ozdoev,Low Pass,Head,39.276722,26.548368,48.7,46.7
5e447eeb-0231-4bf5-99ef-68e13bd1371c,278,1,7,,21,From Throw In,Russia,Magomed Ozdoev,Right Defensive Midfield,1.365938,3788769,20845,,True,,Incomplete,5195,Artem Dzyuba,Ground Pass,Right Foot,52.085777,41.353992,71.6,54.1
28f482cb-79a1-4add-966a-cab1d3d73c02,280,1,7,Interception,21,From Throw In,Denmark,Jannik Vestergaard,Left Center Back,0.896161,3788769,8815,,,True,Complete,3570,Pierre-Emile Højbjerg,Ground Pass,Right Foot,49.32293,25.607967,58.5,27.0
bfc9ffa9-3ae6-4f4b-ba97-5ec1c64d4ead,283,1,7,,21,From Throw In,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.104199,3788769,3570,,,,Complete,16554,Joakim Mæhle,Ground Pass,Right Foot,61.15499,21.23153,58.1,10.0
ebbc895e-adf6-43d6-95c4-4ebea918095d,286,1,7,,21,From Throw In,Denmark,Joakim Mæhle,Left Wing Back,0.138646,3788769,16554,,,,Unknown,3570,Pierre-Emile Højbjerg,Low Pass,Right Foot,66.08472,5.12587,69.3,9.8
7be35570-e25e-4b74-9b9a-ab9dbb53630c,289,1,7,Free Kick,22,From Free Kick,Denmark,Joakim Mæhle,Left Wing Back,1.948962,3788769,16554,True,,,Complete,8815,Jannik Vestergaard,Ground Pass,Left Foot,69.1,9.6,58.1,9.1
4d924349-e3d9-4331-9c57-d16dde79894f,291,1,7,,22,From Free Kick,Denmark,Jannik Vestergaard,Left Center Back,1.1136,3788769,8815,,,,Complete,5527,Thomas Delaney,Ground Pass,Right Foot,61.00242,14.26326,63.6,33.6
78b13b4e-e215-4e2b-8ff6-5a39b441f411,294,1,7,,22,From Free Kick,Denmark,Thomas Delaney,Left Defensive Midfield,1.030114,3788769,5527,,,,Complete,3959,Andreas Christensen,Ground Pass,Left Foot,66.39006,36.03026,64.7,55.4
808d86dc-c3d4-4050-80e6-27c02c8c0522,297,1,7,,22,From Free Kick,Denmark,Andreas Christensen,Right Center Back,1.749159,3788769,3959,,,,Complete,5534,Simon Thorup Kjær,Ground Pass,Right Foot,61.121906,51.062485,56.7,37.5
5f322d43-4036-43dc-b786-56dbc629a8a6,300,1,7,,22,From Free Kick,Denmark,Simon Thorup Kjær,Center Back,2.683159,3788769,5534,,,,Complete,6797,Daniel Wass,High Pass,Right Foot,69.13143,38.781616,109.2,63.8
ce86800e-e371-4112-8ecc-40fe7eb73bdd,302,1,7,,22,From Free Kick,Denmark,Daniel Wass,Right Wing Back,1.734591,3788769,6797,,,,Complete,4447,Martin Braithwaite Christensen,High Pass,Head,109.112564,65.16149,100.7,59.0
1f96ce28-ba4e-4a64-a8e4-a5037b9a3fcf,310,1,8,,22,From Free Kick,Denmark,Martin Braithwaite Christensen,Right Attacking Midfield,1.394329,3788769,4447,,,,Incomplete,5536,Yussuf Yurary Poulsen,High Pass,Right Foot,116.5,76.7,113.3,44.8
70e7e8c9-f5da-4f9b-af7f-3b6d7e5af3af,313,1,8,Corner,23,From Corner,Denmark,Daniel Wass,Right Wing Back,1.710705,3788769,6797,,,,Unknown,3959,Andreas Christensen,High Pass,Right Foot,120.0,79.349396,116.5,44.4
a3990088-2c73-449f-96ac-f2d453ade74f,317,1,9,Free Kick,24,From Free Kick,Russia,Matvey Safonov,Goalkeeper,3.494883,3788769,21298,,,,Complete,5195,Artem Dzyuba,High Pass,Right Foot,14.445185,46.181057,75.1,75.3
46e3c3ac-23f8-42cb-8751-11b993f89d6d,319,1,9,,24,From Free Kick,Russia,Artem Dzyuba,Center Forward,1.11292,3788769,5195,,,,Complete,6299,Aleksey Miranchuk,Low Pass,Head,75.1,75.3,85.1,72.4
4c42499e-e724-4f53-8fd1-84ba1ce3e6d8,323,1,9,,24,From Free Kick,Russia,Aleksey Miranchuk,Right Wing,0.030012,3788769,6299,,,,Incomplete,20845,Magomed Ozdoev,Low Pass,Left Foot,81.5852,70.836914,80.8,68.7
e1c26066-500b-419a-9465-ee56d26fef24,327,1,9,Recovery,24,From Free Kick,Russia,Aleksandr Golovin,Left Wing,1.384186,3788769,5177,,True,,Incomplete,5195,Artem Dzyuba,High Pass,,88.18116,55.858913,89.9,66.4
72795d89-6480-4628-8a16-64ace468b9cd,329,1,9,Recovery,24,From Free Kick,Denmark,Joakim Mæhle,Left Wing Back,2.771522,3788769,16554,,,,Out,24443,Mikkel Damsgaard,High Pass,Head,30.437325,13.72401,40.0,0.9
8e67adf1-c141-40ab-950a-63c2ebf744a5,331,1,9,Throw-in,25,From Throw In,Russia,Mário Figueira Fernandes,Right Wing Back,1.771947,3788769,5170,,,,Incomplete,5195,Artem Dzyuba,High Pass,,83.5039,77.46977,101.6,69.9
09c27481-15ca-4c1f-9e85-9a5bf2b93037,334,1,9,Recovery,26,Regular Play,Denmark,Jannik Vestergaard,Left Center Back,1.350362,3788769,8815,,True,,Complete,3570,Pierre-Emile Højbjerg,High Pass,,19.844635,7.951256,31.8,16.7
dbd059a1-f46b-4f01-a681-a340d0599b0f,347,1,9,Recovery,27,Regular Play,Russia,Roman Zobnin,Left Defensive Midfield,0.848484,3788769,5171,,,,Complete,5179,Daler Kuzyaev,Ground Pass,Right Foot,77.632614,46.158897,76.7,30.2
fa6ac042-f0ac-40e5-9272-18ab2eea480b,350,1,9,,27,Regular Play,Russia,Daler Kuzyaev,Left Wing Back,1.369662,3788769,5179,,,,Complete,16583,Georgiy Dzhikiya,Ground Pass,Right Foot,77.4241,42.81361,62.5,53.4
5a8c924c-6f97-485a-93c6-681c0265970e,353,1,9,,27,Regular Play,Russia,Georgiy Dzhikiya,Right Center Back,1.335664,3788769,16583,,,,Complete,31917,Igor Diveev,Ground Pass,Left Foot,58.222424,55.097164,46.7,38.7
575b325a-9d42-4e51-a372-63760f4952d0,356,1,9,,27,Regular Play,Russia,Igor Diveev,Center Back,2.23198,3788769,31917,,,,Complete,21298,Matvey Safonov,Ground Pass,Right Foot,45.42988,39.966194,20.1,48.8
1f4127e3-82e0-422c-8271-d02ff07802f5,359,1,9,,27,Regular Play,Russia,Matvey Safonov,Goalkeeper,3.796544,3788769,21298,,,,Incomplete,5195,Artem Dzyuba,High Pass,Right Foot,20.04354,47.066612,90.6,48.1
406832f8-d0c9-4061-945c-0a6eceadacab,361,1,9,Recovery,28,Regular Play,Denmark,Simon Thorup Kjær,Center Back,2.064404,3788769,5534,,,,Complete,3815,Kasper Schmeichel,Low Pass,Head,29.45178,33.227352,5.4,35.7
2449d067-23d9-45dd-a9ea-2ad085e44a15,364,1,9,,28,Regular Play,Denmark,Kasper Schmeichel,Goalkeeper,1.438885,3788769,3815,,,,Complete,8815,Jannik Vestergaard,Ground Pass,Keeper Arm,8.6,35.7,22.6,24.9
553403cd-e121-47dd-92c2-8c77d01c21db,367,1,10,,28,Regular Play,Denmark,Jannik Vestergaard,Left Center Back,1.1042,3788769,8815,,,,Complete,3570,Pierre-Emile Højbjerg,Ground Pass,Right Foot,20.24135,24.019695,28.3,41.4
34eb041a-5539-4199-91ee-8dc1ab126f60,370,1,10,,28,Regular Play,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,1.94023,3788769,3570,,,,Complete,6797,Daniel Wass,Ground Pass,Right Foot,31.84067,43.45318,46.9,76.2
21553d64-013e-4d2b-8bd5-39d4b997e02c,373,1,10,,28,Regular Play,Denmark,Daniel Wass,Right Wing Back,1.231075,3788769,6797,,,,Complete,3959,Andreas Christensen,Ground Pass,Right Foot,51.98043,72.03428,37.5,69.3
